はじめる,919,919,10665,動詞,非自立,*,*,一段,基本形,はじめる,ハジメル,ハジメル
はじめ,925,925,11783,動詞,非自立,*,*,一段,未然形,はじめる,ハジメ,ハジメ
はじめよ,923,923,10660,動詞,非自立,*,*,一段,未然ウ接続,はじめる,ハジメヨ,ハジメヨ
はじめ,930,930,11783,動詞,非自立,*,*,一段,連用形,はじめる,ハジメ,ハジメ
はじめれ,915,915,10666,動詞,非自立,*,*,一段,仮定形,はじめる,ハジメレ,ハジメレ
はじめよ,928,928,10660,動詞,非自立,*,*,一段,命令ｙｏ,はじめる,ハジメヨ,ハジメヨ
はじめろ,926,926,10666,動詞,非自立,*,*,一段,命令ｒｏ,はじめる,ハジメロ,ハジメロ
はじめりゃ,917,917,10666,動詞,非自立,*,*,一段,仮定縮約１,はじめる,ハジメリャ,ハジメリャ
はじめん,921,921,10666,動詞,非自立,*,*,一段,体言接続特殊,はじめる,ハジメン,ハジメン
すぎる,919,919,9135,動詞,非自立,*,*,一段,基本形,すぎる,スギル,スギル
すぎ,925,925,10068,動詞,非自立,*,*,一段,未然形,すぎる,スギ,スギ
すぎよ,923,923,9744,動詞,非自立,*,*,一段,未然ウ接続,すぎる,スギヨ,スギヨ
すぎ,930,930,10068,動詞,非自立,*,*,一段,連用形,すぎる,スギ,スギ
すぎれ,915,915,9864,動詞,非自立,*,*,一段,仮定形,すぎる,スギレ,スギレ
すぎよ,928,928,9744,動詞,非自立,*,*,一段,命令ｙｏ,すぎる,スギヨ,スギヨ
すぎろ,926,926,9744,動詞,非自立,*,*,一段,命令ｒｏ,すぎる,スギロ,スギロ
すぎりゃ,917,917,9744,動詞,非自立,*,*,一段,仮定縮約１,すぎる,スギリャ,スギリャ
すぎん,921,921,9744,動詞,非自立,*,*,一段,体言接続特殊,すぎる,スギン,スギン
おる,1093,1093,9916,動詞,非自立,*,*,五段・ラ行,基本形,おる,オル,オル
おら,1145,1145,9506,動詞,非自立,*,*,五段・ラ行,未然形,おる,オラ,オラ
おん,1158,1158,10463,動詞,非自立,*,*,五段・ラ行,未然特殊,おる,オン,オン
おろ,1132,1132,9547,動詞,非自立,*,*,五段・ラ行,未然ウ接続,おる,オロ,オロ
おり,1197,1197,8773,動詞,非自立,*,*,五段・ラ行,連用形,おる,オリ,オリ
おっ,1184,1184,9591,動詞,非自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ
おれ,1067,1067,9529,動詞,非自立,*,*,五段・ラ行,仮定形,おる,オレ,オレ
おれ,1171,1171,9529,動詞,非自立,*,*,五段・ラ行,命令ｅ,おる,オレ,オレ
おりゃ,1080,1080,9590,動詞,非自立,*,*,五段・ラ行,仮定縮約１,おる,オリャ,オリャ
おん,1106,1106,10463,動詞,非自立,*,*,五段・ラ行,体言接続特殊,おる,オン,オン
お,1119,1119,10475,動詞,非自立,*,*,五段・ラ行,体言接続特殊２,おる,オ,オ
上げる,919,919,10791,動詞,非自立,*,*,一段,基本形,上げる,アゲル,アゲル
上げ,925,925,12460,動詞,非自立,*,*,一段,未然形,上げる,アゲ,アゲ
上げよ,923,923,10623,動詞,非自立,*,*,一段,未然ウ接続,上げる,アゲヨ,アゲヨ
上げ,930,930,12460,動詞,非自立,*,*,一段,連用形,上げる,アゲ,アゲ
上げれ,915,915,10562,動詞,非自立,*,*,一段,仮定形,上げる,アゲレ,アゲレ
上げよ,928,928,10623,動詞,非自立,*,*,一段,命令ｙｏ,上げる,アゲヨ,アゲヨ
上げろ,926,926,10566,動詞,非自立,*,*,一段,命令ｒｏ,上げる,アゲロ,アゲロ
上げりゃ,917,917,10566,動詞,非自立,*,*,一段,仮定縮約１,上げる,アゲリャ,アゲリャ
上げん,921,921,10566,動詞,非自立,*,*,一段,体言接続特殊,上げる,アゲン,アゲン
出す,1037,1037,11150,動詞,非自立,*,*,五段・サ行,基本形,出す,ダス,ダス
出さ,1045,1045,10182,動詞,非自立,*,*,五段・サ行,未然形,出す,ダサ,ダサ
出そ,1041,1041,10567,動詞,非自立,*,*,五段・サ行,未然ウ接続,出す,ダソ,ダソ
出し,1053,1053,11034,動詞,非自立,*,*,五段・サ行,連用形,出す,ダシ,ダシ
出せ,1029,1029,10190,動詞,非自立,*,*,五段・サ行,仮定形,出す,ダセ,ダセ
出せ,1049,1049,10190,動詞,非自立,*,*,五段・サ行,命令ｅ,出す,ダセ,ダセ
出しゃ,1033,1033,10197,動詞,非自立,*,*,五段・サ行,仮定縮約１,出す,ダシャ,ダシャ
ゆく,1019,1019,9258,動詞,非自立,*,*,五段・カ行促音便ユク,基本形,ゆく,ユク,ユク
ゆか,1023,1023,9514,動詞,非自立,*,*,五段・カ行促音便ユク,未然形,ゆく,ユカ,ユカ
ゆこ,1021,1021,9490,動詞,非自立,*,*,五段・カ行促音便ユク,未然ウ接続,ゆく,ユコ,ユコ
ゆき,1027,1027,9501,動詞,非自立,*,*,五段・カ行促音便ユク,連用形,ゆく,ユキ,ユキ
ゆけ,1015,1015,9789,動詞,非自立,*,*,五段・カ行促音便ユク,仮定形,ゆく,ユケ,ユケ
ゆけ,1025,1025,9789,動詞,非自立,*,*,五段・カ行促音便ユク,命令ｅ,ゆく,ユケ,ユケ
ゆきゃ,1017,1017,9446,動詞,非自立,*,*,五段・カ行促音便ユク,仮定縮約１,ゆく,ユキャ,ユキャ
てる,919,919,8679,動詞,非自立,*,*,一段,基本形,てる,テル,テル
て,925,925,11728,動詞,非自立,*,*,一段,未然形,てる,テ,テ
てよ,923,923,10267,動詞,非自立,*,*,一段,未然ウ接続,てる,テヨ,テヨ
て,930,930,11728,動詞,非自立,*,*,一段,連用形,てる,テ,テ
てれ,915,915,9903,動詞,非自立,*,*,一段,仮定形,てる,テレ,テレ
てよ,928,928,10267,動詞,非自立,*,*,一段,命令ｙｏ,てる,テヨ,テヨ
てろ,926,926,9905,動詞,非自立,*,*,一段,命令ｒｏ,てる,テロ,テロ
てりゃ,917,917,9912,動詞,非自立,*,*,一段,仮定縮約１,てる,テリャ,テリャ
てん,921,921,10263,動詞,非自立,*,*,一段,体言接続特殊,てる,テン,テン
いる,919,919,9113,動詞,非自立,*,*,一段,基本形,いる,イル,イル
い,925,925,9468,動詞,非自立,*,*,一段,未然形,いる,イ,イ
